date,kind,event,source_file,evidence
2026-06-06,infrastructure,host provisioned: echo-server-public.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: example-ruby-service-other.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: intel-jupyterhub.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: jenkins.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: kamaji-api.k8s.test-005.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: kamaji-ui.k8s.test-005.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: resources.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: rest-01-secondary.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: rest-01.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: rest-responder.k8s.cluster-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: sdk-01.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: sdk-02.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: sdk-02.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: sf-proxy-internal.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: tenant.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: webhook-partners.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: webinole.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: argocd-dev.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: dashboard-02.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: dashboard-us02.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: dashboard.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: dataexport-user-profiles.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: echo-server-secure.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: event-replay-hipaa.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: go-apis-rest.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: gpr.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: grafana.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: podinfo-canary.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: podinfo.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: polaris.k8s.cluster-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: polaris.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: polaris.k8s.region-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: prometheus-pushgateway.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: prometheus.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: rest-bulk.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: subcenter-us02.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: subcenter.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: testkube.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: thanos-bucket.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: thanos-grpc-query.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: thanos-query-frontend-http.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: thanos-query.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-07,infrastructure,host provisioned: thanos-store.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,infrastructure,host provisioned: airflow-datalake.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,infrastructure,host provisioned: argo-rollouts.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,infrastructure,host provisioned: bifrost.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,infrastructure,host provisioned: dataexport-test-hipaa.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,infrastructure,host provisioned: html-iam-templating-engine.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,infrastructure,host provisioned: rollouts-demo.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,infrastructure,host provisioned: scim.braze.com,subdomains.csv,infrastructure (CT)
2026-06-08,release,braze-react-native-sdk 21.0.0,sdk_releases.csv,company-own (technical)
2026-06-09,filing,4 filed,filings.csv,statutory (SEC)
2026-06-09,infrastructure,host provisioned: cc-sdk-01.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: clickhouse-atlantis.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: clickhouse-connect.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: clickhouse-connect.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: clickhouse-connect.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: cpaas-callback-service.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: dataexport-standard-hipaa.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: diagnostic-logs-api.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: events.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: fallback.iad-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: intel-rabbitmq.k8s.region-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: internal-rest.kr-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: rest-01-internal-app.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-09,infrastructure,host provisioned: rest-01-internal.kr-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: airflow.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: cpaas-callback-service.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: cpaas-callback-service.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: cpaas-callback-service.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: dataexport-backup-connector-hipaa.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: dataexport-standard.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: dataexport-standard.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: dataexport-test.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: dataexport-test.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: dscs.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: dscs.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: html-iam-templating-engine.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: internal-tools-queue-cache.id-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: internal-tools-queue-cache.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: internal-tools.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: internal.id-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: navi.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: openbao.k8s.core-001.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: rits.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: rits.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-10,infrastructure,host provisioned: sf-proxy.infra.braze.com,subdomains.csv,infrastructure (CT)
2026-06-11,infrastructure,host provisioned: airflow.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-11,infrastructure,host provisioned: caboodle.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-11,infrastructure,host provisioned: community.braze.com,subdomains.csv,infrastructure (CT)
2026-06-11,infrastructure,host provisioned: devopsbot.infra.braze.com,subdomains.csv,infrastructure (CT)
2026-06-11,infrastructure,host provisioned: devopsbot.k8s.core-001.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-11,infrastructure,host provisioned: mdb-opsmgr.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-11,release,braze-swift-sdk 15.1.0,sdk_releases.csv,company-own (technical)
2026-06-11,release,braze-swift-sdk-prebuilt-dynamic 15.1.0,sdk_releases.csv,company-own (technical)
2026-06-11,release,braze-swift-sdk-prebuilt-static 15.1.0,sdk_releases.csv,company-own (technical)
2026-06-11,release,braze-swift-sdk-prebuilt-mergeable 15.1.0,sdk_releases.csv,company-own (technical)
2026-06-12,incident,incident (minor): WhatsApp Degraded Performance,incidents.csv,company-own (operational)
2026-06-12,infrastructure,host provisioned: argocd.k8s.core-001.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: dust.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: dust2.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: eck-cluster-staging.k8s.stc-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: html-iam-templating-engine.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: internal-tools.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: internal-tools.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: internal.au.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: internal.kr-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: kafka-ui.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: kibana-eck-staging.k8s.stc-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: podinfo-canary.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: prometheus.k8s.infra-001.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: prometheus.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: prometheus.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: rits.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: rundeck.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: rundeck.infra.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: rundeck.k8s.core-001.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-12,infrastructure,host provisioned: tenant.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: dataexport-backup-connector.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: dataexport-backup-connector.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: grafana.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: internal-tools-queue-cache.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: internal-tools-queue-cache.kr-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: itp-api.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: itp-api.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: thanos-bucket.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: thanos-grpc-query.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-13,infrastructure,host provisioned: thanos-query.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: cdn-staging.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: cdn.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: churn-pangolin.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: consul.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: data-lake-streaming-connect.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: data-lake-user-profile-connect.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: dataexport-canary.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-14,infrastructure,host provisioned: dataexport-canary.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
