slug,file,title,description,section,url,fetched,bytes,body_bytes,words,headings,h2s,code_blocks,tables,links,evidence
docs__user_guide__administer__global__user_management__manage_company_users,docs__user_guide__administer__global__user_management__manage_company_users.md,Manage company users,"This page covers managing your company users, such as adding and deleting users, setting user permissions, creating Teams, and managing company settings.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/user_management/manage_company_users,2026-09-02,7575,7103,1102,13,6,0,12,0,company-own (technical)
docs__user_guide__administer__global__user_management__permissions,docs__user_guide__administer__global__user_management__permissions.md,Braze permissions,"This reference article covers how user permissions work at Braze. Here, you can learn how to edit and set user permissions, choosing who can.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/user_management/permissions,2026-09-02,30106,29667,3831,24,8,0,549,0,company-own (technical)
docs__user_guide__administer__global__user_management__teams,docs__user_guide__administer__global__user_management__teams.md,Teams,"This reference article covers how to use Braze Teams in the dashboard. Here, you can learn how to create Teams, assign roles, and assign tags...",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/user_management/teams,2026-09-02,11717,11299,1736,12,6,0,18,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings,docs__user_guide__administer__global__workspace_settings.md,Workspace settings,"This section covers workspace-level settings—APIs and identifiers, brand guidelines, email preferences, logs and alerts, and more.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings,2026-09-02,1240,828,110,2,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__apis_and_identifiers,docs__user_guide__administer__global__workspace_settings__apis_and_identifiers.md,API keys,"This article covers the APIs and Identifiers page, which displays API identifications for your workspace.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/apis_and_identifiers,2026-09-02,2884,2466,411,6,3,0,0,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__brand_guidelines,docs__user_guide__administer__global__workspace_settings__brand_guidelines.md,Brand guidelines,"This reference article describes how to create, manage, and add brand guidelines as context for Operator and agents.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/brand_guidelines,2026-09-02,4717,4288,649,10,4,0,21,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__email_preferences,docs__user_guide__administer__global__workspace_settings__email_preferences.md,Email preferences,"This reference article covers email preferences in the Braze dashboard, including sending configurations, open tracking pixels, subscription page and footers, and more.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/email_preferences,2026-09-02,26613,26129,4134,26,8,4,36,3,company-own (technical)
docs__user_guide__administer__global__workspace_settings__email_preferences__bot_filtering,docs__user_guide__administer__global__workspace_settings__email_preferences__bot_filtering.md,Bot filtering for emails,This article provides an overview of bot filtering for email.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/email_preferences/bot_filtering,2026-09-02,4995,4582,680,10,6,0,9,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__logs_and_alerts,docs__user_guide__administer__global__workspace_settings__logs_and_alerts.md,Logs and alerts,"This section covers workspace logs and alerts—API usage alerts, event user log, exports log, and message activity log.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/logs_and_alerts,2026-09-02,1125,695,103,2,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__logs_and_alerts__api_usage_alerts,docs__user_guide__administer__global__workspace_settings__logs_and_alerts__api_usage_alerts.md,API usage alerts,"This article provides an overview of the API usage alerts, which allows you to proactively detect unexpected traffic.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/logs_and_alerts/api_usage_alerts,2026-09-02,7698,7235,1041,9,5,2,109,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__logs_and_alerts__event_user_log,docs__user_guide__administer__global__workspace_settings__logs_and_alerts__event_user_log.md,Event User Log,"This reference article covers the Event User Log, which can help you debug or troubleshoot issues in your Braze Integration.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/logs_and_alerts/event_user_log,2026-09-02,3862,3398,575,6,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__logs_and_alerts__exports_log,docs__user_guide__administer__global__workspace_settings__logs_and_alerts__exports_log.md,Exports log,"This page covers the exports log, which lets you view the status of export jobs and cancel ongoing exports.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/logs_and_alerts/exports_log,2026-09-02,3287,2849,416,7,6,0,48,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__logs_and_alerts__message_activity_log,docs__user_guide__administer__global__workspace_settings__logs_and_alerts__message_activity_log.md,Message Activity Log,"This reference article describes the Message Activity Log shows you messages associated with your campaigns and sends. Here, you can also find.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/logs_and_alerts/message_activity_log,2026-09-02,7963,7462,1180,8,3,0,15,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__messaging_rate_limits,docs__user_guide__administer__global__workspace_settings__messaging_rate_limits.md,Workspace messaging rate limits,This reference article describes workspace messaging rate limits and how they work with your messages.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/messaging_rate_limits,2026-09-02,5656,5216,852,6,3,0,21,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__multi_language_settings,docs__user_guide__administer__global__workspace_settings__multi_language_settings.md,Localization settings,This article provides an overview of multi-language settings in the Braze dashboard and how to use locales in your messaging.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/multi_language_settings,2026-09-02,3604,3147,486,9,4,0,4,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__oauth_settings,docs__user_guide__administer__global__workspace_settings__oauth_settings.md,OAuth and MCP access in a workspace,"Learn what OAuth and MCP access you can control per workspace, and what remains company-wide in Admin settings.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/oauth_settings,2026-09-02,1832,1393,226,3,2,0,12,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__push_settings,docs__user_guide__administer__global__workspace_settings__push_settings.md,Push Settings,This article provides an overview of the Push Settings in the Braze dashboard.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/push_settings,2026-09-02,3170,2788,418,4,3,0,19,0,company-own (technical)
docs__user_guide__administer__global__workspace_settings__tags,docs__user_guide__administer__global__workspace_settings__tags.md,Managing tags,"This reference article covers how to manage tags in the Braze dashboard, including nesting, renaming, and organizing tags across campaigns, Canvases, and segments.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/workspace_settings/tags,2026-09-02,3204,2755,425,7,3,0,12,0,company-own (technical)
